# LBCH-2026-001 verification witness — THREE-WAY per-vector sigCheck record, post-fix.
#
# Re-measurement of the CHECKMULTISIG Schnorr billing fix (commit 06cc3a3) against BOTH reference
# engines. Supersedes nothing; it ADDS the BCHN (consensus) leg that the fix-time artifact
# LBCH-2026-001-fix-deltas.tsv lacked, which is what left the soundness direction unclosed.
#
# ENGINE / CORPUS VERSIONS
#   leanbch = ./.lake/build/bin/costprobe @ LeanBCH commit 06cc3a3, LEANBCH_SECP=native
#             (oracle banner: "native(libsecp256k1/BCHN-vendored)")
#   bchn    = legs/bchn/bchn-leg of bch-conformance, linking BCHN's own script engine built from
#             bchn-src @ 864c53ee34924cca6c6b6d96607ff2cedcdccf02 (v29.0.1), run with --mode consensus
#   libauth = @bitauth/libauth 3.1.0-next.8 at LeanBCH/optimizer/node_modules,
#             createVirtualMachineBch2026(); verify() for the verdict, evaluate().metrics for counts
#   corpus  = vmb_tests, the 11 signature families, 5,803 vectors, 4,467 metric-comparable.
#             Read from bchd-src/txscript/data/vmb_tests @ 1c26e26; all 18 family files are
#             byte-identical (cmp) to bchn-src/src/test/data/vmb_tests @ 864c53e.
#   Measured 2026-07-21.
#
# DRIVER VALIDATION (done BEFORE any use): the libauth driver reproduces the committed witness
#   conformance/evidence/LBCH-2026-001-rootcause.tsv on 0u4tu8 exactly (sigChecks 1, hashIters 22,
#   opCost 30962). The costprobe run reproduces all 1,486 rows of LBCH-2026-001-fix-deltas.tsv on
#   three independent columns (sigChecksAfter, libauthSigChecks, opCostAfter) with 0 mismatches.
#
# sigBefore is the pre-fix LeanBCH count, reconstructed from the committed fix-deltas artifact
# (which lists every vector that MOVED); vectors absent from it did not move, so before == after.
#
# HEADLINE — sigChecks, over the 4467 metric-comparable vectors:
#   vs libauth : before agree/over/under = (2229, 1912, 326)
#                after  agree/over/under = (2799, 1342, 326)
#   vs BCHN    : before agree/over/under = (1549, 2594, 324)
#                after  agree/over/under = (1759, 2384, 324)
#
# SOUNDNESS DIRECTION (LeanBCH billing LESS than consensus):
#   324 vectors bill under BCHN. ALL of them are vectors LeanBCH REJECTS
#   (leanVerdict=0) and BCHN accepts; 0 of them are new (the fix introduced none).
#   On the 1817 vectors LeanBCH ACCEPTS: under=0, agree=1547, over=270
#   — an under-bill on an accepted input is the only way a cost defect can cause a wrong ACCEPT,
#   and there are none, before or after the fix.
#   Cause of the 324: all are core.signing-serialization Schnorr-multisig vectors whose
#   locking script carries FOUR signature ops; LeanBCH errors at the first CHECKMULTISIG with a
#   non-empty dummy (the deferred branch, LeanBCH/VM/Extended.lean:228) and never executes -- hence
#   never bills -- the remaining three. Deferral of EXECUTION, not a billing error.
#
# MULTISIG PARTITION (the families named *.multisig.*): comparable=1367, verdict-agreeing-with-libauth=1155
#   vs libauth, verdict-agreeing: before (333, 820, 2) -> after (477, 676, 2)  (agree/over/under)
#   The historical "2,617 verdict-agreeing multisig vectors / 1,255 / 1,360 / 2" is NOT reproducible:
#   the multisig families supply only 1908 vectors in total (1367 comparable), and a search over 11
#   candidate partitions x {libauth,bchn} x {before,after} found NO combination yielding that triple.
#   Its "under = 2" column DOES reproduce exactly: 0u4tu8 and g8xdap, both m-of-15, both LeanBCH 0 /
#   libauth 1 / BCHN 0 -- i.e. LeanBCH matches CONSENSUS and libauth is the outlier (LBCH-2026-003).
#
# columns: sigBefore/sigAfter = LeanBCH pre/post fix; sigLibauth, sigBchn = reference engines.
# leanVerdict: 1=accept 0=reject. bchnOutcome: BCHN's accept/reject. expected: corpus polarity.
vectorId	family	variant	expected	leanVerdict	bchnOutcome	sigBefore	sigAfter	sigLibauth	sigBchn	opCostAfter
7y5lx3	core.data-signatures	standard	1	1	accept	1	1	1	1	27405
7yaqth	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
7yckuz	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27955
7yx6ak	core.data-signatures	standard	1	1	accept	1	1	1	1	27506
7z626w	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28484
7z9vpj	core.data-signatures	standard	1	1	accept	1	1	1	1	27387
7zen4w	core.signing-serialization	standard	1	1	accept	4	4	4	4	108442
7zetqw	core.data-signatures	standard	1	1	accept	1	1	1	1	27450
806xvw	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80509
807ujk	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29369
80k4un	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29393
80pk0t	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27990
80xuy9	core.data-signatures	standard	1	1	accept	1	1	1	1	26917
82hmp4	core.signing-serialization	standard	1	1	accept	4	4	4	4	107760
82sm2m	core.signing-serialization	standard	1	0	accept	3	1	4	4	29502
832p22	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
83dmdh	core.signature-checking.multisig.m-of-20	standard	1	0	accept	20	2	2	2	59104
83gjxa	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136498
83vapw	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54516
842vhy	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
843jz9	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
849zzy	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	27680
84w0gu	core.signing-serialization	invalid	0	1	reject	8	8	0	0	215321
84yq4p	core.data-signatures	standard	1	1	accept	1	1	1	1	27378
852wm2	core.signature-checking.multisig.m-of-3	standard	1	1	accept	3	3	3	3	79292
855ae5	core.signing-serialization	standard	1	1	accept	4	4	4	4	108410
85ktm8	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
86d2rh	core.signing-serialization	invalid	0	1	reject	8	8	0	0	215340
873xz5	core.data-signatures	standard	1	1	accept	1	1	1	1	27388
87au58	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59104
87dklg	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80523
87mssr	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27889
87umxw	core.data-signatures	standard	1	1	accept	1	1	1	1	26907
886v0c	core.signing-serialization	invalid	0	1	reject	6	6	0	0	162700
88f5v3	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28495
88gpnw	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28567
88y9r5	core.data-signatures	standard	1	1	accept	1	1	1	1	26873
88zqxa	core.signing-serialization	standard	1	1	accept	4	4	4	4	108412
890nru	core.data-signatures	standard	1	1	accept	1	1	1	1	27527
89dq8w	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
89qxht	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
89tt86	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136293
8a5ynv	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54523
8ac77m	core.signing-serialization	standard	1	1	accept	4	4	4	4	108410
8ap6mz	core.signing-serialization	standard	1	1	accept	4	4	4	4	107822
8avn6n	core.signing-serialization	standard	1	1	accept	6	6	6	6	162692
8azslk	core.signing-serialization	standard	1	1	accept	4	4	4	4	107760
8cft2k	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
8cn37l	core.signing-serialization	standard	1	0	accept	2	1	4	4	28996
8cws5r	core.signing-serialization	standard	1	1	accept	4	4	4	4	107760
8d6vew	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29068
8drle6	core.signing-serialization	standard	1	1	accept	8	8	8	8	215121
8dtpyp	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80546
8dv2x5	core.signing-serialization	standard	1	1	accept	8	8	8	8	215121
8e4rz4	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27901
8e9afl	core.signing-serialization	standard	1	1	accept	8	8	8	8	214130
8eal4j	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59080
8ej0zp	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
8epcmf	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	2	0	59080
8eq5hg	core.signing-serialization	standard	1	1	accept	4	4	4	4	108466
8evty5	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27915
8exlmq	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
8fkzpg	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53793
8fkzxe	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136522
8g422u	core.signing-serialization	invalid	0	1	reject	8	8	0	0	215345
8gd45t	core.signing-serialization	standard	1	0	accept	2	1	4	4	28972
8gde7n	core.signature-checking.multisig.m-of-20	standard	1	1	accept	20	20	20	20	527091
8gfs8j	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59118
8gh6k0	core.signature-checking.multisig.m-of-20	standard	1	1	accept	20	20	20	20	527115
8gjpul	core.signing-serialization	standard	1	0	accept	3	1	4	4	29393
8grm52	core.data-signatures	standard	1	1	accept	1	1	1	1	27512
8guqc2	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80521
8h2m3e	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
8h2qcq	core.signing-serialization	invalid	0	1	reject	8	8	0	0	215345
8h7gqk	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27901
8h8zpn	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59080
8hc43p	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	28025
8hcvh8	core.data-signatures	standard	1	1	accept	1	1	1	1	27823
8hspw5	core.data-signatures	standard	1	1	accept	1	1	1	1	26813
8htdaw	core.signing-serialization	standard	1	1	accept	6	6	6	6	162687
8j8m4d	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189156
8j9p4y	core.signing-serialization	standard	1	1	accept	4	4	4	4	108410
8jdmvu	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
8jjcj5	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
8jw75j	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
8jwwtq	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27859
8jzadl	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109825
8kcm8j	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54516
8kgxem	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	2	0	59080
8kha0h	core.signing-serialization	standard	1	0	accept	2	1	4	4	28972
8kktsl	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54524
8kpemm	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28972
8kq9wp	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29097
8krl3w	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54516
8kxmu8	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54524
8l405f	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
8l6n3z	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189175
8lc6t3	core.signing-serialization	standard	1	1	accept	8	8	8	8	214354
8lej8x	core.signing-serialization	standard	1	1	accept	4	4	4	4	109820
8lg5du	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28578
8lr6ye	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54534
8ly0p3	core.signing-serialization	standard	1	1	accept	4	4	4	4	107832
8m8h75	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109796
8mapc7	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28602
8mcm85	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109796
8mhjw4	core.data-signatures	standard	1	1	accept	1	1	1	1	27429
8n56aw	core.signature-checking.multisig.m-of-15	standard	1	1	accept	15	15	15	15	394890
8n8pg3	core.signing-serialization	standard	1	1	accept	6	6	6	6	161604
8ngzmj	core.signing-serialization	standard	1	1	accept	6	6	6	6	162695
8nlk5g	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
8nvfrm	core.signing-serialization	standard	1	1	accept	4	4	4	4	109825
8p0r0k	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54541
8p282h	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136493
8p44vq	core.signing-serialization	standard	1	0	accept	3	1	4	4	29489
8pa05y	core.signing-serialization	standard	1	0	accept	2	1	4	4	28996
8pl6ng	core.signing-serialization	standard	1	1	accept	4	4	4	4	107760
8pqkcj	core.data-signatures	standard	1	1	accept	1	1	1	1	27842
8q00f2	core.signing-serialization	standard	1	1	accept	4	4	4	4	109105
8q52h4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
8qlnhq	core.signing-serialization	standard	1	1	accept	8	8	8	8	215350
8qt9fd	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
8qz0a6	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
8r2gkk	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27924
8rcal7	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	533467
8resxx	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28580
8rp9rf	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
8rs4sa	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54541
8ruqv0	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	3	0	80515
8sfl5x	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
8sqtu8	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
8svd9q	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28506
8syueh	core.signature-checking.multisig.m-of-15	standard	1	1	accept	15	15	15	15	395767
8t9n6w	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27948
8ta4zv	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54534
8tukwy	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29092
8u4f0s	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189193
8u5mrw	core.data-signatures	standard	1	1	accept	1	1	1	1	27542
8u63ur	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27845
8u65y6	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54516
8u72hl	core.signing-serialization	standard	1	1	accept	8	8	8	8	215097
8u7cce	core.data-signatures	standard	1	1	accept	1	1	1	1	27803
8u8duh	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27913
8uez8l	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108447
8uhe75	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
8uk5g5	core.signing-serialization	standard	1	1	accept	4	4	4	4	108881
8v3wd0	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	3	0	80545
8v6xfq	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	56892
8v93pk	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80546
8vj5nd	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189217
8vjzav	core.signature-checking.multisig.m-of-3	standard	1	1	accept	3	3	3	3	80522
8vnrx4	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189180
8vuanf	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29092
8w40wm	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29502
8w9ucg	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
8ww8lc	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28014
8x3ndr	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	527077
8xeukr	core.signing-serialization	standard	1	0	accept	2	1	4	4	29097
8xkrg0	core.data-signatures	standard	1	1	accept	1	1	1	1	27509
8xqlmu	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28602
8yaunc	core.signing-serialization	standard	1	1	accept	6	6	6	6	161838
8z4l9r	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28585
8zc6gg	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136517
8zh9gj	core.signing-serialization	standard	1	1	accept	4	4	4	4	108415
8zsq5v	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
90566r	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107792
90835x	core.signing-serialization	standard	1	1	accept	4	4	4	4	108436
90l9qg	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27913
90ruvp	core.signing-serialization	standard	1	1	accept	4	4	4	4	108876
90s3nf	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80540
90wgr6	core.data-signatures	standard	1	1	accept	1	1	1	1	26817
92gm5k	core.signing-serialization	standard	1	1	accept	4	4	4	4	109596
92rdpe	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109796
92rq4q	core.data-signatures	standard	1	1	accept	1	1	1	1	26882
92wvdv	core.signing-serialization	standard	1	1	accept	4	4	4	4	107790
933nn8	core.signing-serialization	standard	1	1	accept	8	8	8	8	215340
93maf5	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	3	0	80546
93xcqh	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
943ux9	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54510
94dfxy	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54523
94j6cv	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27891
94l6r8	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
94llph	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53703
94wmau	core.signing-serialization	standard	1	0	accept	1	1	4	4	28591
95hhd6	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109825
95zm4e	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109825
966y9x	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54548
96l80s	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136517
96vcg6	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54541
974nf6	core.signing-serialization	standard	1	1	accept	4	4	4	4	109577
97epzd	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80546
97ylrc	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27680
97z473	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108471
99cvud	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54534
99mssa	core.benchmarks.signature-checking.p2pkh	standard	1	1	accept	1	1	1	1	27257
9a2evj	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
9c23mf	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29092
9c99ga	core.signing-serialization	standard	1	1	accept	4	4	4	4	107790
9cfguf	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136522
9d0fcc	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
9d8rus	core.signature-checking.multisig.m-of-3	standard	1	0	accept	3	2	2	2	54534
9deyf5	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
9dfux2	core.data-signatures	standard	1	1	accept	1	1	1	1	27483
9dgs98	core.data-signatures	standard	1	1	accept	1	1	1	1	26791
9dwltk	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
9e8xuw	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
9eg69p	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
9em20f	core.signing-serialization	standard	1	1	accept	4	4	4	4	108671
9f2a3k	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29502
9f4d9v	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28482
9f8vkh	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54524
9fnttk	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28508
9fq9fn	core.data-signatures	standard	1	1	accept	1	1	1	1	28746
9gcy9q	core.signature-checking.multisig.m-of-3	standard	1	1	accept	3	3	3	3	80546
9gkhyn	core.signing-serialization	standard	1	1	accept	6	6	6	6	161604
9gpfva	core.signature-checking.multisig.m-of-20	standard	1	0	accept	20	2	2	2	56879
9gzghd	core.signing-serialization	standard	1	1	accept	4	4	4	4	107795
9h3knk	core.signature-checking.multisig.m-of-20	standard	1	0	accept	20	8	8	8	221446
9h6jmt	core.data-signatures	standard	1	1	accept	1	1	1	1	26880
9h9gnx	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188951
9h9vwg	core.data-signatures	standard	1	1	accept	1	1	1	1	27517
9hlang	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28508
9hth72	core.signing-serialization	standard	1	1	accept	4	4	4	4	108434
9j53ev	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136527
9jn2mw	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
9ju2kj	core.signing-serialization	standard	1	1	accept	4	4	4	4	108410
9jys35	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59118
9kdha5	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54540
9kdu9h	core.data-signatures	standard	1	1	accept	1	1	1	1	27433
9ku3uk	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
9kwgnv	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	28049
9l0w9c	core.signing-serialization	standard	1	1	accept	4	4	4	4	108876
9l3v02	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27859
9l6vpp	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
9l8kjv	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
9lfly7	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136274
9lfn24	core.signing-serialization	standard	1	1	accept	8	8	8	8	214364
9lgfc3	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108665
9lkchn	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	3	0	80522
9lpe4p	core.signing-serialization	standard	1	1	accept	8	8	8	8	215350
9lpwu6	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
9melht	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59118
9mj4vr	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	28049
9p6kw2	core.signing-serialization	standard	1	0	accept	3	1	4	4	29465
9p8c9h	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188956
9paryc	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54541
9pnl3a	core.signing-serialization	standard	1	1	accept	4	4	4	4	108881
9pvc9x	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
9qelc4	core.data-signatures	standard	1	1	accept	1	1	1	1	27552
9qjdkl	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109801
9qk06e	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188956
9qk0cy	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	8	0	0	221468
9qkhl9	core.signing-serialization	standard	1	1	accept	4	4	4	4	108695
9qsqm2	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29393
9qta3f	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
9qtfqy	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80546
9rd3mc	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
9rlzyh	core.signing-serialization	standard	1	1	accept	8	8	8	8	215358
9rzgfg	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59080
9s28gv	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79783
9s9nvl	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54541
9sd353	core.signing-serialization	standard	1	1	accept	8	8	8	8	215121
9t6lr7	core.data-signatures	standard	1	1	accept	1	1	1	1	27751
9tcgmn	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
9tlvr8	core.data-signatures	standard	1	1	accept	1	1	1	1	27516
9tt024	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
9ttheh	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54548
9uhe0s	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
9uluqp	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80523
9umf4f	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54517
9umw4j	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79783
9ussz7	core.data-signatures	standard	1	1	accept	1	1	1	1	28009
9v3dm8	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
9v6qz6	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54510
9vm0zc	core.data-signatures	standard	1	1	accept	1	1	1	1	27920
9vyuwx	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28639
9wd3yz	core.signing-serialization	standard	1	1	accept	6	6	6	6	162458
9wf2u4	core.signing-serialization	standard	1	1	accept	8	8	8	8	214354
9wjdje	core.signing-serialization	standard	1	1	accept	4	4	4	4	109796
9wpluu	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
9wq2ec	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54510
9wrnel	core.signature-checking.multisig.m-of-3	standard	1	1	accept	3	3	3	3	79784
9x8hfl	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108447
9x90rc	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
9xajud	core.data-signatures	standard	1	1	accept	1	1	1	1	27412
9xcnyn	core.signing-serialization	standard	1	1	accept	4	4	4	4	109100
9xlqu5	core.signing-serialization	standard	1	1	accept	4	4	4	4	108404
9xms8a	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79785
9y3tw6	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
9y5hkc	core.signing-serialization	standard	1	0	accept	3	1	4	4	29393
9yavqz	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	0	0	56050
9yechy	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28604
9yepxl	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
9yquw8	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
9yrpq7	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	534528
9yuq53	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
9z0rzz	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188951
9z9fxq	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
9zq2e3	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
9ztntw	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	20	0	527091
9zvdtm	core.signing-serialization	standard	1	1	accept	6	6	6	6	162458
9zz9ht	core.signing-serialization	standard	1	0	accept	2	1	4	4	28996
a00mrh	core.signing-serialization	standard	1	1	accept	4	4	4	4	107797
a02zgx	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28604
a0m09d	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
a0rw6j	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136493
